9_1_0,23_1_0,23_1_1
9_1_2045,InflammationLesion,23_1_2295
9_1_2046,DegenerativeLesion,23_1_2297
9_1_2047,PathologicalPhenomenon,23_1_2298
9_1_2048,Fracture,23_1_2305
9_1_2049,BaseOfStructure,23_1_1510
9_1_2050,BaseOfStructure,23_1_2306
9_1_2051,BaseOfStructure,23_1_1517
9_1_2052,BaseOfStructure,23_1_1518
9_1_2053,BaseOfStructure,23_1_2323
9_1_2054,Immunoglobulin,23_1_2337
9_1_2055,SubstanceOrPhysicalStructure,23_1_2338
9_1_2056,Basophil,23_1_1066
9_1_2057,MyelogenousLeukaemia,23_1_2352
9_1_2058,Water,23_1_2353
9_1_2059,PhysicalPresentation,23_1_2354
9_1_2060,KeratinNailBed,23_1_2355
9_1_2061,KeratinNailBed,23_1_2356
9_1_2062,KeratinNailBed,23_1_2357
9_1_2063,KeratinNailBed,23_1_2358
9_1_2064,KeratinNailBed,23_1_2359
9_1_2065,KeratinNailBed,23_1_2360
9_1_2066,KeratinNailBed,23_1_2361
9_1_2067,KeratinNailBed,23_1_2362
9_1_2068,KeratinNailBed,23_1_2363
9_1_2069,KeratinNailBed,23_1_2364
9_1_2070,StingLesion,23_1_2365
9_1_2071,PathologicalPhenomenon,23_1_2366
9_1_2072,Behaviour,23_1_129
9_1_2073,Shape,23_1_2367
9_1_2074,Belly,23_1_2368
9_1_2075,Belly,23_1_2369
9_1_2076,Belly,23_1_2370
9_1_2077,PathologicalBodyStructure,23_1_2371
9_1_2078,Nodularity,23_1_2373
9_1_2079,BenignNeoplasticLesion,23_1_2374
9_1_2080,BenignNeoplasticLesion,23_1_2376
9_1_2081,Adenocyte,23_1_2377
9_1_2082,Malignancy,23_1_2378
9_1_2083,BenignNeoplasticLesion,23_1_1253
9_1_2084,NonNormalSwelling,23_1_2379
9_1_2085,NonNormalSwelling,23_1_2380
9_1_2086,BenignNeoplasticLesion,23_1_2381
9_1_2087,BenignNeoplasticLesion,23_1_2382
9_1_2088,BenignNeoplasticLesion,23_1_2383
9_1_2089,EpidermalCyst,23_1_2384
9_1_2090,PathologicalBodyStructure,23_1_2384
9_1_2091,BenignNeoplasticLesion,23_1_2386
9_1_2092,BenignNeoplasticLesion,23_1_2387
9_1_2093,ProstaticHypertrophy,23_1_2388
9_1_2094,BenignNeoplasticLesion,23_1_2389
9_1_2095,BenignNeoplasticLesion,23_1_2390
9_1_2096,BenignNeoplasticLesion,23_1_2391
9_1_2097,BenignNeoplasticLesion,23_1_2392
9_1_2098,ChemicalSubstance,23_1_533
9_1_2099,BenzodiazepeneChemical,23_1_273
9_1_2100,VitaminB1DeficiencyState,23_1_2395
9_1_2101,VascularDilatationLesion,23_1_2396
9_1_2102,ArterialBifurcation,23_1_1304
9_1_2103,Stimulating,23_1_2397
9_1_2104,Inhibiting,23_1_2397
9_1_2105,CatabolicProcess,23_1_2398
9_1_2106,presence,23_1_2399
9_1_2107,ChemicalSubstance,23_1_570
9_1_2108,ReflexMuscleContractionProcess,23_1_2412
9_1_2109,Shape,23_1_2424
9_1_2110,KeratinNail,23_1_2431
9_1_2111,ChemicalSubstance,23_1_2434
9_1_2112,Biguanide,23_1_273
9_1_2113,CoronoidHyperplasia,23_1_2435
9_1_2114,Headache,23_1_2435
9_1_2115,PathologicalExophthalmos,23_1_2435
9_1_2116,RenalArteryStenosis,23_1_2435
9_1_2117,BileAcid,23_1_273
9_1_2118,BodyCavity,23_1_2438
9_1_2119,Excretion,23_1_2439
9_1_2120,AgenesisLesion,23_1_2442
9_1_2121,Cirrhosis,23_1_2443
9_1_2122,ObstructingLesion,23_1_2444
9_1_2123,PathologicalPhenomenon,23_1_2448
9_1_2124,Binding,23_1_2451
9_1_2125,Device,23_1_2452
9_1_2126,ChemicalSubstance,23_1_2
9_1_2127,PathologicalPhenomenon,23_1_2453
9_1_2128,ChemicalSubstance,23_1_2454
9_1_2129,Concentration,23_1_2457
9_1_2130,GeneralisedProcess,23_1_2458
9_1_2131,Harvesting,23_1_2459
9_1_2132,GeneralisedProcess,23_1_2460
9_1_2133,GeneralisedProcess,23_1_2461
9_1_2134,Phenomenon,23_1_2462
9_1_2135,RemovingProcess,23_1_2463
9_1_2136,Biotin,23_1_273
9_1_2137,Membrane,23_1_2466
9_1_2138,Bismuth,23_1_273
9_1_2139,ChemicalSubstance,23_1_2467
9_1_2140,BismuthOxide,23_1_273
9_1_2141,BismuthSubcarbonate,23_1_273
9_1_2142,BismuthSubgallate,23_1_273
9_1_2143,BismuthSubnitrate,23_1_273
9_1_2144,ChemicalSubstance,23_1_514
9_1_2145,BisphosphonateChemical,23_1_273
9_1_2146,BilateralHeadache,23_1_2468
9_1_2147,Device,23_1_2469
9_1_2148,TasteFeature,23_1_2470
9_1_2149,LongFiliformLingualPapilla,23_1_2472
9_1_2150,MalignantCancer,23_1_2383
9_1_2151,Route,23_1_2473
9_1_2152,SmoothMuscleSpasm,23_1_1070
9_1_2153,Calculus,23_1_2474
9_1_2154,NeoplasticLesion,23_1_2383
9_1_2155,BodyStructure,23_1_2477
9_1_2156,CoagulationOfBlood,23_1_143
9_1_2157,HaemorrhageLesion,23_1_129
9_1_2158,InflammationLesion,23_1_2479
9_1_2159,StriatedMuscleSpasm,23_1_2480
9_1_2160,SkinBulla,23_1_129
9_1_2161,PhysicalPresentation,23_1_2481
9_1_2162,SurgicalExtent,23_1_2483
9_1_2163,Preventing,23_1_2484
9_1_2164,NasalPassage,23_1_2485
9_1_2165,BlockedNose,23_1_129
9_1_2166,ParanasalSinus,23_1_2485
9_1_2167,Albumin,23_1_506
9_1_2168,Ammonia,23_1_506
9_1_2169,CarbonDioxide,23_1_506
9_1_2170,InvestigationAct,23_1_2487
9_1_2171,Circulation,23_1_2489
9_1_2172,BodyStructure,23_1_2492
9_1_2173,Coagulation,23_1_2489
9_1_2174,Effectiveness,23_1_2495
9_1_2175,SubstanceOrPhysicalStructure,23_1_2496
9_1_2176,Culturing,23_1_1240
9_1_2177,Bacterium,23_1_2497
9_1_2178,BloodCell,23_1_143
9_1_2179,Filtering,23_1_2489
9_1_2180,Flow,23_1_2489
9_1_2181,ClinicalSpeciality,23_1_2498
9_1_2182,ModifierConcept,23_1_2499
9_1_2183,Oxygen,23_1_506
9_1_2184,InvestigationAct,23_1_2500
9_1_2185,Oxygen,23_1_1939
9_1_2186,Displacement,23_1_2501
9_1_2187,Blood,23_1_2505
9_1_2188,Sampling,23_1_2507
9_1_2189,Glucose,23_1_506
9_1_2190,InvestigationAct,23_1_2508
9_1_2191,InvestigationAct,23_1_2509
9_1_2192,Thyroliberin,23_1_506
9_1_2193,InvestigationAct,23_1_2511
9_1_2194,Thyrotropin,23_1_506
9_1_2195,InvestigationAct,23_1_2512
9_1_2196,InvestigationAct,23_1_2513
9_1_2197,Triiodothyronine,23_1_506
9_1_2198,InvestigationAct,23_1_2514
9_1_2199,Urea,23_1_506
9_1_2200,UreaNitrogen,23_1_506
9_1_2201,Concentration,23_1_2515
9_1_2202,Junction,23_1_2518
9_1_2203,BloodVessel,23_1_1619
9_1_2204,BloodVessel,23_1_1621
9_1_2205,BloodVessel,23_1_1623
9_1_2206,Volume,23_1_2520
9_1_2207,Feces,23_1_2521
9_1_2208,UrineColour,23_1_211
9_1_2209,Leaking,23_1_2528
9_1_2210,BodyRegion,23_1_615
9_1_2211,Mass,23_1_2529
9_1_2212,Movement,23_1_2530
9_1_2213,ExternalStimulusSensation,23_1_2533
9_1_2214,Corpus,23_1_2537
9_1_2215,Corpus,23_1_2538
9_1_2216,Corpus,23_1_2540
9_1_2217,Corpus,23_1_2541
9_1_2218,Corpus,23_1_2542
9_1_2219,Corpus,23_1_2543
9_1_2220,Corpus,23_1_1543
9_1_2221,Corpus,23_1_645
9_1_2222,Corpus,23_1_2550
9_1_2223,Corpus,23_1_1544
9_1_2224,Corpus,23_1_312
9_1_2225,Corpus,23_1_2552
9_1_2226,Corpus,23_1_2553
9_1_2227,Corpus,23_1_2554
9_1_2228,Corpus,23_1_2558
9_1_2229,Corpus,23_1_2559
9_1_2230,Corpus,23_1_1545
9_1_2231,Corpus,23_1_2560
9_1_2232,Corpus,23_1_2565
9_1_2233,Temperature,23_1_2566
9_1_2234,BodyProcess,23_1_129
9_1_2235,SelfImage,23_1_2567
9_1_2236,BodyStructure,23_1_2570
9_1_2237,BodyStructure,23_1_2571
9_1_2238,BodyStructure,23_1_2572
9_1_2239,BodyStructure,23_1_2573
9_1_2240,BodyStructure,23_1_2574
9_1_2241,BodyStructure,23_1_2575
9_1_2242,BodyStructure,23_1_2576
9_1_2243,BodyStructure,23_1_2577
9_1_2244,Substance,23_1_2578
9_1_2245,BodyStructure,23_1_2579
9_1_2246,ExaminingProcess,23_1_2580
9_1_2247,PathologicalPhenomenon,23_1_2580
9_1_2248,Phenomenon,23_1_2580
9_1_2249,BodyPartTemperature,23_1_649
9_1_2250,BodyStructure,23_1_2581
9_1_2251,DimensionIncreasingProcess,23_1_2582
9_1_2252,DimensionDecreasingProcess,23_1_2582
9_1_2253,InvestigationAct,23_1_2583
9_1_2254,MassValue,23_1_2584
9_1_2255,BodyMass,23_1_649
9_1_2256,Level,23_1_2585
9_1_2257,Level,23_1_481
9_1_2258,ChemicalDeposition,23_1_2587
9_1_2259,PathologicalPhenomenon,23_1_927
9_1_2260,BoneTissue,23_1_1599
9_1_2261,AplasticLesion,23_1_2589
9_1_2262,PathologicalPhenomenon,23_1_2590
9_1_2263,AbnormalGrowth,23_1_2591
9_1_2264,FibrosisLesion,23_1_2589
9_1_2265,BodyProcess,23_1_2592
9_1_2266,HyperplasticLesion,23_1_2589
9_1_2267,HypoplasticLesion,23_1_2589
9_1_2268,BodyStructure,23_1_2593
9_1_2269,BoneMarrowStructure,23_1_2595
9_1_2270,BoneMarrowStructure,23_1_2596
9_1_2271,BoneMarrowStructure,23_1_2597
9_1_2272,Mass,23_1_2599
9_1_2273,Bone,23_1_2600
9_1_2274,Bone,23_1_1621
9_1_2275,Bone,23_1_1623
9_1_2276,BodyStructure,23_1_2601
9_1_2277,Bone,23_1_1627
9_1_2278,Bone,23_1_2604
9_1_2279,Bone,23_1_2605
9_1_2280,Bone,23_1_1630
9_1_2281,Displacement,23_1_2606
9_1_2282,ChemicalResorption,23_1_2587
9_1_2283,ActualCavity,23_1_2607
9_1_2284,ExaminingProcess,23_1_2609
9_1_2285,Route,23_1_2610
9_1_2286,Softening,23_1_1215
9_1_2287,Diameter,23_1_2611
9_1_2288,BodyStructure,23_1_2612
9_1_2289,Fracture,23_1_927
9_1_2290,Lump,23_1_2617
9_1_2291,MetastasesLesion,23_1_2618
9_1_2292,PathologicalBodyStructure,23_1_2622
9_1_2293,Peristalsis,23_1_2623
9_1_2294,Borborygmi,23_1_223
9_1_2295,Borborygmi,23_1_129
9_1_2296,Edge,23_1_2624
9_1_2297,Edge,23_1_2550
9_1_2298,Edge,23_1_2625
9_1_2299,Edge,23_1_647
9_1_2300,Edge,23_1_312
9_1_2301,Edge,23_1_1294
9_1_2302,Shape,23_1_2626
9_1_2303,AgeState,23_1_2627
9_1_2304,PhenotypicalSex,23_1_2628
9_1_2305,Bradykinesia,23_1_129
9_1_2306,SurfaceRegion,23_1_2660
9_1_2307,AtrophicLesion,23_1_2661
9_1_2308,DamageLesion,23_1_2662
9_1_2309,ElectricalConduction,23_1_2663
9_1_2310,HaemorrhageLesion,23_1_2661
9_1_2311,IschaemicLesion,23_1_2661
9_1_2312,NeoplasticLesion,23_1_2662
9_1_2313,Bran,23_1_273
9_1_2314,Artery,23_1_2672
9_1_2315,Artery,23_1_2673
9_1_2316,Artery,23_1_2674
9_1_2317,Artery,23_1_2675
9_1_2318,Nerve,23_1_2676
9_1_2319,Nerve,23_1_2677
9_1_2320,Artery,23_1_2678
9_1_2321,Nerve,23_1_1338
9_1_2322,Nerve,23_1_2679
9_1_2323,Nerve,23_1_2680
9_1_2324,Nerve,23_1_2681
9_1_2325,Nerve,23_1_1348
9_1_2326,Artery,23_1_2682
9_1_2327,Nerve,23_1_2683
9_1_2328,Nerve,23_1_2684
9_1_2329,BloodVessel,23_1_2685
9_1_2330,Nerve,23_1_2686
9_1_2331,Artery,23_1_2687
9_1_2332,Artery,23_1_785
9_1_2333,Nerve,23_1_2688
9_1_2334,Nerve,23_1_2689
9_1_2335,Nerve,23_1_1440
9_1_2336,Nerve,23_1_2690
9_1_2337,PathologicalBodyStructure,23_1_2691
9_1_2338,BodyStructure,23_1_2692
9_1_2339,Inspecting,23_1_2693
9_1_2340,Milk,23_1_498
9_1_2341,Lobe,23_1_2697
9_1_2342,Lump,23_1_1739
9_1_2343,BreastLump,23_1_129
9_1_2344,AnatomicalSurfaceQuadrant,23_1_2698
9_1_2345,PathologicalPhenomenon,23_1_2381
9_1_2346,Volume,23_1_2700
9_1_2347,NonNormalSwelling,23_1_1739
9_1_2348,Displacement,23_1_2694
9_1_2349,Air,23_1_2702
9_1_2350,ExaminingProcess,23_1_2706
9_1_2351,Symptom,23_1_2710
9_1_2352,TemporalPattern,23_1_206
9_1_2353,IntrauterineBodyPosition,23_1_2712
9_1_2354,Completeness,23_1_2713
9_1_2355,PhysicallySupporting,23_1_2718
9_1_2356,ConceptExpressingProcess,23_1_2725
9_1_2357,Sweating,23_1_2726
9_1_2358,AgenesisLesion,23_1_2728
9_1_2359,Shape,23_1_2729
9_1_2360,BodyCavity,23_1_2733
9_1_2361,MucousMembrane,23_1_2734
9_1_2362,Oedema,23_1_2735
9_1_2363,PathologicalPhenomenon,23_1_2736
9_1_2364,GlandularEpithelium,23_1_2737
9_1_2365,Epithelium,23_1_2737
9_1_2366,Diameter,23_1_2738
9_1_2367,SmoothMuscle,23_1_2740
9_1_2368,InflammationLesion,23_1_2742
9_1_2369,InflammationLesion,23_1_2736
9_1_2370,Epithelium,23_1_2745
9_1_2371,PathologicalPhenomenon,23_1_2752
9_1_2372,TemporalPattern,23_1_2753
9_1_2373,Human,23_1_2759
9_1_2374,PathologicalBodyStructure,23_1_2760
9_1_2375,CellMorphology,23_1_2761
9_1_2376,InfectionLesion,23_1_2765
9_1_2377,Purpura,23_1_2766
9_1_2378,Bruise,23_1_129
9_1_2379,Displacement,23_1_2780
9_1_2380,Frenulum,23_1_2782
9_1_2381,GrooveOfTooth,23_1_2783
9_1_2382,KeratosisLesion,23_1_2784
9_1_2383,Lymphnode,23_1_2785
9_1_2384,SectionOfOralMucosa,23_1_2785
9_1_2385,PitOfTooth,23_1_2783
9_1_2386,Route,23_1_2788
9_1_2387,FacialSurfaceOfTooth,23_1_2789
9_1_2388,TreatmentTractability,23_1_2799
9_1_2389,PortalHypertension,23_1_289
9_1_2390,ThrombusLesion,23_1_2800
9_1_2391,PathologicalBodyStructure,23_1_2809
9_1_2392,SkinRash,23_1_2810
9_1_2393,SeptalConductionFibres,23_1_2811
9_1_2394,ViralInfectionLesion,23_1_2815
9_1_2395,MalignantLymphoidCellNeoplasticProcess,23_1_607
9_1_2396,PathologicalBodyStructure,23_1_2817
9_1_2397,Burn,23_1_129
9_1_2398,BurningPain,23_1_213
9_1_2399,BurningParaesthesia,23_1_2818
9_1_2400,BurningParaesthesia,23_1_2819
9_1_2401,Bursa,23_1_2820
9_1_2402,Bursa,23_1_1646
9_1_2403,Bursa,23_1_1627
9_1_2404,Bursa,23_1_1630
9_1_2405,InflammationLesion,23_1_2821
9_1_2406,LongBoneFractureType,23_1_2822
9_1_2407,LongBoneFractureType,23_1_2824
9_1_2408,Displacement,23_1_2826
9_1_2409,ChemicalSubstance,23_1_2393
9_1_2410,ButyrophenoneChemical,23_1_273
9_1_2411,Pressure,23_1_2842
9_1_2412,ImagingProcess,23_1_2843
9_1_2413,Generating,23_1_2845
9_1_2414,WeightLoss,23_1_1126
9_1_2415,PhysicalPresentation,23_1_2849
9_1_2416,Eminence,23_1_2853
9_1_2417,Calciferol,23_1_273
9_1_2418,ChemicalDeposition,23_1_2862
9_1_2419,Calcipotriol,23_1_273
9_1_2420,Thyrocalcitonin,23_1_273
9_1_2421,Thyrocalcitonin,23_1_2863
9_1_2422,Thyrocalcitonin,23_1_2864
9_1_2423,CalciumCarbonate,23_1_273
9_1_2424,ChemicalSubstance,23_1_249
9_1_2425,CalciumCompound,23_1_273
9_1_2426,Excretion,23_1_2862
9_1_2427,CalciumGlubionate,23_1_273
9_1_2428,CalciumLactate,23_1_273
9_1_2429,CalciumLactateGluconate,23_1_273
9_1_2430,CalciumPhosphate,23_1_273
9_1_2431,CrampOfLegMuscle,23_1_129
9_1_2432,StriatedMuscle,23_1_2867
9_1_2433,MuscularAtrophySymptom,23_1_2868
9_1_2434,Generating,23_1_2870
9_1_2435,CellMorphology,23_1_2873
9_1_2436,Shape,23_1_2874
9_1_2437,InfectionLesion,23_1_2875
9_1_2438,Burning,23_1_2876
9_1_2439,Commissure,23_1_2877
9_1_2440,Inserting,23_1_2878
9_1_2441,LiquidBlood,23_1_2879
9_1_2442,Diameter,23_1_2880
9_1_2443,BenignNeoplasticProcess,23_1_2881
9_1_2444,PhysicalPresentation,23_1_2885
9_1_2445,LensOpacity,23_1_2886
9_1_2446,PhysicalPresentation,23_1_2887
9_1_2447,Capsule,23_1_2889
9_1_2448,Capsule,23_1_2894
9_1_2449,Capsule,23_1_2898
9_1_2450,Capsule,23_1_1518
9_1_2451,SurgicalReshapingProcess,23_1_2910
9_1_2452,ChemicalSubstance,23_1_2911
9_1_2453,CarbapenemChemical,23_1_273
9_1_2454,CatabolicProcess,23_1_2912
9_1_2455,MetabolicProcess,23_1_2913
9_1_2456,AnabolicProcess,23_1_2912
9_1_2457,Carbomer,23_1_273
9_1_2458,Secretion,23_1_2918
9_1_2459,PathologicalBodyStructure,23_1_2919
9_1_2460,PathologicalBodyStructure,23_1_2920
9_1_2461,Breathlessness,23_1_2921
9_1_2462,Device,23_1_2925
9_1_2463,Depolarising,23_1_2926
9_1_2464,ProcessActivity,23_1_2927
9_1_2465,Diameter,23_1_2928
9_1_2466,PathologicalProcess,23_1_2929
9_1_2467,BodyProcess,23_1_2491
9_1_2468,HypertrophicLesion,23_1_636
9_1_2469,IneffectiveCardiacFunction,23_1_2932
9_1_2470,IneffectiveCardiacFunction,23_1_2933
9_1_2471,Phenomenon,23_1_2929
9_1_2472,PathologicalBodyStructure,23_1_2929
9_1_2473,Massaging,23_1_1720
9_1_2474,Muscle,23_1_2934
9_1_2475,Contracting,23_1_260
9_1_2476,Pain,23_1_2942
9_1_2477,Palpating,23_1_2929
9_1_2478,Palpability,23_1_2943
9_1_2479,PathologicalPhenomenon,23_1_2929
9_1_2480,CardiacDilatation,23_1_1601
9_1_2481,TemporalPattern,23_1_2944
9_1_2482,PlanarDefect,23_1_2945
9_1_2483,BodyStructure,23_1_2948
9_1_2484,SurgicalDeed,23_1_2949
9_1_2485,BodyFluid,23_1_2950
9_1_2486,SurgicalDeed,23_1_2952
9_1_2487,Incising,23_1_2952
9_1_2488,InflammationLesion,23_1_1093
9_1_2489,LowCardiacOutput,23_1_2942
9_1_2490,ClinicalSpeciality,23_1_2954
9_1_2491,Visceromegaly,23_1_2955
9_1_2492,Incising,23_1_2949
9_1_2493,PathologicalPhenomenon,23_1_2502
9_1_2494,PathologicalProcess,23_1_2502
9_1_2495,ExaminingProcess,23_1_2502
9_1_2496,Phenomenon,23_1_2502
9_1_2497,PathologicalBodyStructure,23_1_2502
9_1_2498,Sign,23_1_2502
9_1_2499,BodyStructure,23_1_2847
9_1_2500,ContactElectrode,23_1_2958
9_1_2501,InflammationLesion,23_1_636
9_1_2502,Human,23_1_2959
9_1_2503,Stricture,23_1_2965
9_1_2504,ThrombusLesion,23_1_2965
9_1_2505,TissueCell,23_1_2294
9_1_2506,SynovialMembrane,23_1_2975
9_1_2507,Cartilage,23_1_615
9_1_2508,BodyStructure,23_1_2979
9_1_2509,PathologicalBodyStructure,23_1_2981
9_1_2510,Suture,23_1_2984
9_1_2511,UrineSampling,23_1_2985
9_1_2512,UrineSample,23_1_2986
9_1_2513,Inserting,23_1_2987
9_1_2514,Device,23_1_2988
9_1_2515,Lymphnode,23_1_2989
9_1_2516,FibrosisLesion,23_1_2990
9_1_2517,ThrombusLesion,23_1_2991
9_1_2518,BodyCavity,23_1_2992
9_1_2519,BodyCavity,23_1_2993
9_1_2520,BodyCavity,23_1_2995
9_1_2521,BodyCavity,23_1_2996
9_1_2522,BodyCavity,23_1_2997
9_1_2523,BodyCavity,23_1_2998
9_1_2524,BodyCavity,23_1_2999
9_1_2525,BodyCavity,23_1_3000
9_1_2526,BodyCavity,23_1_3001
9_1_2527,TissueCell,23_1_3025
9_1_2528,Membrane,23_1_3028
9_1_2529,NeoplasticProcess,23_1_3029
9_1_2530,Wall,23_1_3030
9_1_2531,BiologicalProcess,23_1_3031
9_1_2532,Secretion,23_1_3032
9_1_2533,Displacement,23_1_3033
9_1_2534,InflammationLesion,23_1_3034
9_1_2535,Cellulose,23_1_273
9_1_2536,PhysicalPresentation,23_1_3035
9_1_2537,DentalCaries,23_1_3036
9_1_2538,StructuralComponentOfTooth,23_1_3040
9_1_2539,Artery,23_1_1486
9_1_2540,BloodVessel,23_1_1486
9_1_2541,Cyanosis,23_1_1486
9_1_2542,Nerve,23_1_1486
9_1_2543,ExaminingProcess,23_1_3043
9_1_2544,BodyStructure,23_1_3050
9_1_2545,PathologicalPhenomenon,23_1_3043
9_1_2546,VascularPerfusion,23_1_3051
9_1_2547,PathologicalPhenomenon,23_1_3052
9_1_2548,Vein,23_1_1486
9_1_2549,LiquidBlood,23_1_3053
9_1_2550,IntrauterineBodyPosition,23_1_3055
9_1_2551,AllergyProcess,23_1_3058
9_1_2552,ChemicalSubstance,23_1_3013
9_1_2553,CephalosporinChemical,23_1_273
9_1_2554,ChemicalSubstance,23_1_3015
9_1_2555,CephamycinChemical,23_1_273
9_1_2556,CatabolicProcess,23_1_3059
9_1_2557,AtrophicLesion,23_1_3061
9_1_2558,Cortex,23_1_3062
9_1_2559,SectionOfExtraduralSpace,23_1_3064
9_1_2560,HaemorrhageLesion,23_1_3061
9_1_2561,IschaemicLesion,23_1_3061
9_1_2562,Lobe,23_1_3066
9_1_2563,IntracranialSectionOfMeningealSpace,23_1_3064
9_1_2564,IntracranialNucleus,23_1_3067
9_1_2565,Peduncle,23_1_3066
9_1_2566,SectionOfSubarachnoidSpace,23_1_3064
9_1_2567,SectionOfSubduralSpace,23_1_3064
9_1_2568,PathologicalPhenomenon,23_1_3075
9_1_2569,Vermis,23_1_3066
9_1_2570,BodyCavity,23_1_3090
9_1_2571,Artery,23_1_1094
9_1_2572,AtrophicLesion,23_1_333
9_1_2573,Cortex,23_1_3091
9_1_2574,BodyProcess,23_1_2663
9_1_2575,Gyrus,23_1_3093
9_1_2576,Haematoma,23_1_333
9_1_2577,HaemorrhageLesion,23_1_333
9_1_2578,DamageLesion,23_1_333
9_1_2579,IschaemicLesion,23_1_333
9_1_2580,CerebralIschaemia,23_1_331
9_1_2581,Lobe,23_1_3097
9_1_2582,Oedema,23_1_2661
9_1_2583,Peduncle,23_1_1415
9_1_2584,Groove,23_1_3093
9_1_2585,Diameter,23_1_3101
9_1_2586,Flow,23_1_3102
9_1_2587,ShuntingProcess,23_1_3102
9_1_2588,CatabolicProcess,23_1_3103
9_1_2589,Leaking,23_1_3102
9_1_2590,PermanentCentralNeuropathy,23_1_3104
9_1_2591,LiquidBlood,23_1_3105
9_1_2592,ImpairedCerebralFunction,23_1_3104
9_1_2593,Meninges,23_1_3109
9_1_2594,IntervertebralSpace,23_1_3113
9_1_2595,Lymphnode,23_1_1669
9_1_2596,ExaminingProcess,23_1_3114
9_1_2597,SpinalSectionOfMeningealSpace,23_1_3115
9_1_2598,SpinalSectionOfExtraduralSpace,23_1_3115
9_1_2599,SpinalSectionOfSubarachnoidSpace,23_1_3115
9_1_2600,SpinalSectionOfSubduralSpace,23_1_3115
9_1_2601,Device,23_1_3119
9_1_2602,Epithelium,23_1_3120
9_1_2603,Epithelium,23_1_2505
9_1_2604,Scraping,23_1_3121
9_1_2605,ExaminingProcess,23_1_3126
9_1_2606,MechanicalTraction,23_1_727
9_1_2607,InflammationLesion,23_1_3130
9_1_2608,Chamomile,23_1_273
9_1_2609,ECGTraceSegment,23_1_3147
9_1_2610,EEGBrainWave,23_1_3147
9_1_2611,STSegmentOfECGTrace,23_1_3147
9_1_2612,Salivation,23_1_3148
9_1_2613,ChangeProcess,23_1_3149
9_1_2614,MenstrualCycle,23_1_3150
9_1_2615,StructuralFeature,23_1_3151
9_1_2616,Phenomenon,23_1_3152
9_1_2617,ExaminingProcess,23_1_3163
9_1_2618,InflammationLesion,23_1_3165
9_1_2619,MinorSalivaryGland,23_1_3166
9_1_2620,Burn,23_1_3167
9_1_2621,Addiction,23_1_3168
9_1_2622,Displacement,23_1_3169
9_1_2623,Existentiality,23_1_3170
9_1_2624,Fume,23_1_3171
9_1_2625,Vapour,23_1_3171
9_1_2626,BodyStructure,23_1_3173
9_1_2627,PathologicalPhenomenon,23_1_3174
9_1_2628,ExaminingProcess,23_1_3178
9_1_2629,Displacement,23_1_3179
9_1_2630,Displacement,23_1_3180
9_1_2631,Displacement,23_1_3181
9_1_2632,Displacement,23_1_3182
9_1_2633,Arm,23_1_884
9_1_2634,Displacement,23_1_3183
9_1_2635,ChestPain,23_1_129
9_1_2636,Sign,23_1_3184
9_1_2637,Symptom,23_1_3178
9_1_2638,PainSymptomCharacter,23_1_3185
9_1_2639,BodyWall,23_1_3186
9_1_2640,presence,23_1_3193
9_1_2641,InfectionLesion,23_1_3195
9_1_2642,AgeState,23_1_3196
9_1_2643,AgeState,23_1_3197
9_1_2644,AgeState,23_1_3198
9_1_2645,AgeState,23_1_3199
9_1_2646,AgeState,23_1_3200
9_1_2647,MentalAgitation,23_1_143
9_1_2648,MentalExcitation,23_1_143
9_1_2649,PhysicalArousal,23_1_143
9_1_2650,Shivering,23_1_3202
9_1_2651,Human,23_1_3203
9_1_2652,Chloroform,23_1_273
9_1_2653,NonDirectInspecting,23_1_3211
9_1_2654,Cholestasis,23_1_3213
9_1_2655,Jaundice,23_1_2443
9_1_2656,CholineEster,23_1_273
9_1_2657,InflammationLesion,23_1_3215
9_1_2658,SurgicalReshapingProcess,23_1_3216
9_1_2659,BenignNeoplasticProcess,23_1_3220
9_1_2660,Multiple,23_1_3221
9_1_2661,DentalCaries,23_1_369
9_1_2662,DentinalCaries,23_1_369
9_1_2663,EnamelCaries,23_1_369
9_1_2664,Glaucoma,23_1_369
9_1_2665,HyperplasticGranulationTissue,23_1_3223
9_1_2666,Duration,23_1_3224
9_1_2667,Osteomyelitis,23_1_369
9_1_2668,PulpitisOfTooth,23_1_369
9_1_2669,Hydrocoele,23_1_3227
9_1_2670,Chyle,23_1_3228
9_1_2671,PathologicalPhenomenon,23_1_3229
9_1_2672,Effusion,23_1_3227
9_1_2673,Atelectasis,23_1_3230
9_1_2674,Burning,23_1_3232
9_1_2675,PhysicalPresentation,23_1_3233
9_1_2676,Burning,23_1_3234
9_1_2677,EpithelialCiliation,23_1_3242
9_1_2678,PoisoningProcess,23_1_3243
9_1_2679,VascularPerfusion,23_1_206
9_1_2680,DamagingProcess,23_1_3254
9_1_2681,Cisterna,23_1_3262
9_1_2682,CitricAcid,23_1_273
9_1_2683,DiabetesInsipidus,23_1_3267
9_1_2684,Walking,23_1_3268
9_1_2685,PlanarDefect,23_1_3277
9_1_2686,ElectricalDischarging,23_1_3282
9_1_2687,Cardioverting,23_1_3283
9_1_2688,Defibrillating,23_1_3283
9_1_2689,Phenomenon,23_1_3284
9_1_2690,GeneralisedProcess,23_1_3285
9_1_2691,GeneralisedProcess,23_1_3282
9_1_2692,DiseaseAnalogy,23_1_3286
